cohort_rows,unique_users,threshold_risk_proba,spike_spend_threshold_demo,true_spend_reduction,ab_spike_rate_treat,ab_spike_rate_ctrl,ab_ate_spike,ab_ate_spike_ci_low,ab_ate_spike_ci_high,ab_spend_treat,ab_spend_ctrl,ab_ate_spend,ab_ate_spend_ci_low,ab_ate_spend_ci_high,did_spend,did_spend_ci_low,did_spend_ci_high,obs_naive_ate_spike,obs_ipw_ate_spike,propensity_logloss
1235,183,0.6256295442581177,1653.6080000000004,0.12,0.18433931484502447,0.21543408360128619,-0.031094768756261715,-0.07337117019769938,0.014021036702108101,931.4419575856444,1125.234726688103,-193.79276910245846,-374.54070879077653,-19.56965701074808,-192.26668631945563,-370.5157445041255,-17.585987730994702,-0.03360013945583171,-0.05052505922227313,0.5207633144419582
