scenario,rows_total,users_total,label_threshold_train_q80,train_pos_rate,val_pos_rate,test_pos_rate,xgb_best_n_estimators,val_pr_auc_best_n,val_f1_at_best_thr,proba_threshold_val_f1,test_roc_auc,test_pr_auc,test_accuracy,test_cm
exclude_top1_user,30251,191,3.866780594984835,0.20001889198507533,0.196513470681458,0.1864406779661017,200,0.5865367444713536,0.6105888174166302,0.6141067147254944,0.864351029118294,0.5621937602504532,0.8092683973396267,"[[3135, 657], [232, 637]]"
baseline_all_users,30389,192,3.8679245283018866,0.20006582659394395,0.19585305386522425,0.18595217762596072,200,0.5895286299132214,0.6083844580772158,0.6256295442581177,0.8642061736346411,0.5589966841429093,0.8142613151152861,"[[3196, 617], [253, 618]]"
exclude_top1pct_users,30081,190,3.861271676300578,0.20003800294522825,0.19581532863315898,0.18670407943017484,200,0.5821541044905661,0.6032752245108617,0.6462602615356445,0.8650256802032327,0.563004545610871,0.8150226635009713,"[[3175, 593], [264, 601]]"
